CUST_ID,BALANCE,PURCHASES,CASH_ADVANCE,PAYMENTS,CREDIT_LIMIT,PURCHASES_TRX
C10073,5487.683724,419.1,625.399386,1288.214909,6250.0,11.0
C10075,656.01301,0.0,1474.349901,910.457985,7000.0,0.0
C10077,1808.9724190000002,713.9,0.0,889.017418,2250.0,8.0
C10078,532.334517,791.94,0.0,1305.1773039999998,6000.0,7.0
C10079,5860.433624,561.87,0.0,1990.044998,6000.0,14.0
C10080,1727.6384489999998,606.11,0.0,2959.920544,11000.0,17.0
C10081,578.809679,320.0,0.0,1438.910569,1500.0,8.0
C10082,1205.716678,0.0,38.325801,29.278671000000003,1200.0,0.0
C10083,6593.820643999999,388.66,4621.93458,1624.583114,7000.0,7.0
C10084,17.357563,244.85,0.0,357.802082,5000.0,13.0
C10085,81.584711,0.0,2985.300006,116.569033,9500.0,0.0
C10086,3.78631,133.05,0.0,210.053432,12000.0,5.0
C10087,42.46443,396.0,0.0,725.6061940000001,1200.0,12.0
C10088,1935.362486,4915.6,293.844792,4921.066897,9000.0,50.0
C10089,134.917202,1247.8,0.0,1275.2294359999999,16500.0,22.0
C10090,7069.9503859999995,1603.78,5626.004046,4589.8738969999995,11000.0,23.0
C10092,8181.251131,2258.01,5251.228934000001,3021.575846,13500.0,60.0
C10093,4037.3056579999998,45.0,104.23806400000001,1073.844885,4500.0,1.0
C10094,6110.265264,0.0,2717.253917,1502.205631,6500.0,0.0
C10095,9381.255094,5100.07,370.73719700000004,6409.4963450000005,9000.0,46.0
C10096,1977.0070899999998,1032.04,4335.919227,3056.424974,4000.0,17.0
C10097,1321.4760800000001,45.65,495.657934,440.84043899999995,1800.0,1.0
C10098,1307.717841,405.6,0.0,0.0,2400.0,2.0
C10099,2329.485768,213.34,0.0,0.0,2400.0,3.0
C10100,1139.782882,0.0,120.61291200000001,151.823651,1200.0,0.0
C10101,1619.955708,739.44,0.0,417.128532,6000.0,11.0
C10102,3505.671311,0.0,1713.9843050000002,0.0,4000.0,0.0
C10103,4.708041000000001,79.0,0.0,217.820198,7000.0,3.0
C10104,0.0,0.0,89.84900400000001,138.02142800000001,3000.0,0.0
C10105,4.875885,20.0,0.0,26.487919,1500.0,1.0
C10106,23.394410999999998,1346.28,0.0,712.1491530000001,2000.0,12.0
C10107,3539.801912,2823.8,0.0,9172.788365999999,5700.0,75.0
C10108,0.62424,389.96,0.0,0.0,4500.0,31.0
C10109,862.0723800000001,0.0,920.3098050000001,2236.8902550000003,4000.0,0.0
C10110,2441.542991,808.0,959.8572630000001,532.741699,4000.0,4.0
C10111,408.656365,941.64,0.0,1097.7894199999998,2500.0,12.0
C10112,4986.400804,0.0,5439.467563,1241.538024,8000.0,0.0
C10113,1246.624558,423.7,412.399058,577.050373,2000.0,10.0
C10114,6644.201650999999,4478.75,7205.520805,10857.94321,9000.0,64.0
C10115,156.216753,1354.86,0.0,858.976682,5500.0,34.0
C10116,3393.351236,0.0,1008.3486720000001,0.0,4200.0,0.0
C10117,5322.994094,2812.2,2510.3529510000003,1509.423237,8500.0,81.0
C10118,6458.562089999999,0.0,3360.2287939999997,1277.7677800000001,7000.0,0.0
C10119,175.341651,1508.9,0.0,1884.2277780000002,5000.0,14.0
C10120,680.195157,1045.57,0.0,552.4323049999999,3000.0,25.0
C10121,223.763616,2309.78,0.0,1206.81188,6500.0,12.0
C10122,1785.626943,0.0,576.2063820000001,687.691735,1800.0,0.0
C10123,54.933231000000006,495.0,0.0,1969.845566,7000.0,2.0
C10124,2662.629852,0.0,509.023801,932.4188550000001,3000.0,0.0
C10125,8504.876253,6724.26,1686.599777,1888.7568609999998,17000.0,85.0
C10126,1464.324632,1174.39,0.0,0.0,9000.0,8.0
C10127,2114.1586829999997,5580.85,0.0,3564.9777740000004,8500.0,75.0
C10128,2876.396444,0.0,998.84867,1065.426905,3200.0,0.0
C10132,57.453201,0.0,272.713302,385.853874,1200.0,0.0
C10133,4245.855092,1957.3,0.0,1004.35474,5000.0,19.0
C10135,69.40554499999999,0.0,2799.714934,0.0,13000.0,0.0
C10136,116.654149,907.0,273.558033,0.0,5000.0,8.0
C10137,4637.848144,1271.12,0.0,1906.032044,5000.0,33.0
C10138,24.28497,250.6,0.0,319.762903,3000.0,7.0
C10140,231.10899500000002,440.0,0.0,554.116542,4000.0,22.0
C10141,1562.633343,1330.62,0.0,1020.7836470000001,2000.0,8.0
C10142,2494.868559,5491.79,0.0,1015.3119529999999,17000.0,52.0
C10143,706.132889,897.86,586.268966,972.358048,1200.0,18.0
C10145,2235.103331,720.6,723.308724,1061.292471,2500.0,12.0
C10146,947.13081,197.06,0.0,492.20041900000007,1000.0,5.0
C10147,764.042156,0.0,1307.102516,1566.8068970000002,7500.0,0.0
C10148,5347.814547,0.0,4002.3533840000005,0.0,7000.0,0.0
C10150,2163.678757,5779.36,0.0,4416.412679999999,6500.0,97.0
C10151,3057.400553,1025.0,0.0,698.854095,7500.0,2.0
C10152,19.354559,689.7,0.0,746.691026,10000.0,10.0
C10153,264.811595,28.65,384.26178,1235.630069,9000.0,1.0
C10154,1108.22253,944.96,0.0,1955.198953,1500.0,9.0
C10155,906.573724,1039.2,103.102091,1855.2354070000001,13500.0,11.0
C10156,7679.629040000001,4059.93,555.469352,3685.6106200000004,7000.0,14.0
C10157,1523.911458,4075.37,0.0,2254.2600199999997,6500.0,31.0
C10158,49.206255999999996,870.24,0.0,835.8399519999999,8000.0,24.0
C10160,106.455975,2463.12,0.0,2573.722764,4000.0,46.0
C10162,5837.105453,3488.49,3303.1523,0.0,7900.0,46.0
C10163,1734.510004,0.0,66.275851,363.474455,1800.0,0.0
C10165,1046.37041,295.0,93.579809,439.407082,1200.0,2.0
C10166,2737.367678,0.0,429.69116399999996,778.827993,3000.0,0.0
C10167,4014.8181670000004,0.0,988.356213,1009.185035,8500.0,0.0
C10168,871.5689769999999,648.22,0.0,1110.886425,1200.0,27.0
C10169,1610.040203,557.19,0.0,422.71184800000003,4000.0,5.0
C10170,114.59381699999999,469.98,0.0,367.109312,1000.0,6.0
C10171,5800.587339,0.0,369.950794,1346.365584,6500.0,0.0
C10172,823.103926,131.64,0.0,2916.071564,8000.0,12.0
C10173,595.677343,5078.14,1424.4426019999999,4756.654374000001,15000.0,42.0
C10174,1128.124563,924.6,0.0,1202.711782,1000.0,12.0
C10175,349.441102,1975.4,0.0,1795.012223,4000.0,17.0
C10176,840.804076,0.0,3671.777443,3621.266477,4000.0,0.0
C10178,23.111088,300.0,0.0,291.948834,12500.0,3.0
C10179,2187.7322649999996,0.0,3905.3262560000003,1423.788603,3000.0,0.0
C10181,1608.451822,0.0,205.737165,470.56598399999996,1800.0,0.0
C10182,1872.926275,766.61,1017.1205779999999,0.0,2300.0,12.0
C10183,2933.240476,0.0,2040.433925,2431.578544,3000.0,0.0
C10185,36.236312,256.11,0.0,831.375322,5300.0,5.0
C10186,903.2978099999999,2697.48,0.0,1686.1963440000002,2500.0,39.0
C10187,0.0,23.0,0.0,0.0,5000.0,1.0
C10189,5.465999,196.81,0.0,0.0,12000.0,3.0
C10190,117.44268400000001,653.73,0.0,441.588141,10000.0,15.0
C10191,168.52270900000002,2009.05,0.0,2612.7604969999998,1200.0,22.0
C10192,1706.014379,147.78,1657.090283,1186.0627650000001,6000.0,2.0
C10193,874.583247,516.54,0.0,579.749308,900.0,30.0
C10194,861.001207,969.56,446.23319699999996,0.0,2400.0,6.0
C10196,966.251742,311.45,955.959749,277.522439,1500.0,15.0
C10197,38.615644,280.4,0.0,254.39298399999998,6150.0,3.0
C10198,189.687964,66.14,0.0,0.0,6000.0,2.0
C10199,40.417255,79.2,1631.576375,1647.880773,4000.0,1.0
C10200,5462.897068,1453.32,0.0,1382.269127,16500.0,18.0
C10201,3983.9237049999997,756.54,0.0,1110.870941,4000.0,15.0
C10202,5588.846272,3507.35,0.0,1412.597253,11500.0,34.0
C10203,281.17037799999997,3163.69,0.0,2422.911622,8000.0,36.0
C10204,130.25153799999998,1343.19,0.0,1043.5592900000001,15000.0,33.0
C10205,1973.8149640000001,873.0,0.0,541.722532,8000.0,5.0
C10206,5698.539876,47.55,2039.52804,2976.579866,6000.0,2.0
C10208,566.546048,405.75,1044.6516179999999,1249.835142,2000.0,12.0
C10209,24.527252999999998,261.64,0.0,376.758504,4000.0,10.0
C10211,8350.145568,1989.28,893.7579029999999,4720.900413,14000.0,8.0
C10213,2.67713,43.39,0.0,130.107234,4000.0,1.0
C10214,1570.682346,645.32,1665.331678,2591.391006,1800.0,2.0
C10215,7201.736985,987.1,5468.620604,1941.5411579999998,10500.0,9.0
C10216,6467.885013,1464.14,3947.86784,1658.563509,11500.0,23.0
C10217,64.08090899999999,927.0,0.0,1260.16384,5000.0,4.0
C10218,5635.860679,393.62,5933.467329,1919.630466,10000.0,15.0
C10219,3670.50596,965.5,0.0,1034.932404,7500.0,9.0
C10220,2458.376257,0.0,102.275984,4543.6348100000005,7500.0,0.0
C10221,768.004936,336.41,0.0,947.696134,6000.0,9.0
C10222,75.647479,540.0,0.0,548.967281,4000.0,3.0
C10223,2.4332540000000003,36.0,0.0,0.0,7500.0,2.0
C10224,1121.730896,878.52,197.648111,542.836917,1500.0,39.0
C10226,7.56809,144.26,0.0,134.710832,11500.0,7.0
C10227,2053.441598,493.85,1738.3337800000002,2795.059574,2000.0,10.0
C10228,2422.311938,4490.69,188.783221,5763.666926,8500.0,52.0
C10230,3061.213971,1829.2,0.0,971.234118,7000.0,17.0
C10231,41.642389,75.99,0.0,69.163384,2700.0,1.0
C10232,5431.622968,1824.16,0.0,1508.0164519999998,14500.0,23.0
C10233,6571.484039,9325.22,0.0,11036.72668,8500.0,5.0
C10234,28.461629,100.0,0.0,125.76916899999999,4000.0,1.0
C10235,4178.625215,1431.89,0.0,2384.542045,4000.0,39.0
C10236,3019.019487,2260.41,0.0,2187.930651,8500.0,25.0
C10237,1.045584,0.0,466.64389500000004,1068.581252,1200.0,0.0
C10239,1070.999446,990.7,0.0,505.31732800000003,1400.0,13.0
C10240,279.608696,3034.92,0.0,2928.9098649999996,2900.0,12.0
C10241,1255.9018210000002,1038.81,1092.6347039999998,1215.454299,5700.0,21.0
C10242,2229.8572870000003,45.65,0.0,542.7463,2500.0,1.0
C10243,2363.489077,2641.98,263.884743,1839.928884,3000.0,41.0
C10244,4014.388265,1189.52,0.0,0.0,8000.0,12.0
C10245,7623.224897,300.0,2800.7283429999998,1975.9741829999998,12000.0,6.0
C10246,3421.571922,126.69,154.341344,2515.4357379999997,10500.0,5.0
C10247,48.898610999999995,247.09,182.357669,409.594792,5500.0,7.0
C10248,1874.716289,301.1,0.0,586.974046,1950.0,10.0
C10249,3215.511032,1112.2,7616.0649650000005,0.0,7200.0,4.0
C10250,237.235398,2410.07,0.0,3773.7274549999997,4000.0,15.0
C10251,1272.927288,5350.19,0.0,5825.602115,8000.0,101.0
C10252,558.4767009999999,630.03,0.0,426.092563,5500.0,1.0
C10253,2814.2076260000003,3197.24,0.0,3574.480603,3000.0,49.0
C10254,8.061012,133.0,0.0,130.61272,3000.0,3.0
C10255,435.862142,1646.16,0.0,1055.835407,12000.0,33.0
C10256,6.390383,79.66,0.0,75.896288,1500.0,12.0
C10258,7938.559134,3677.52,0.0,2657.856602,12500.0,98.0
C10259,2344.478291,1041.63,4003.968939,3033.665478,4000.0,14.0
C10260,996.4822199999999,675.96,0.0,1851.6024109999998,1000.0,12.0
C10261,19.508047,193.14,0.0,220.46377,2000.0,5.0
C10262,185.640313,1703.23,0.0,1449.039414,11500.0,13.0
C10263,5335.302925,0.0,468.958688,1350.318606,6000.0,0.0
C10265,22.189283,234.16,0.0,479.910499,1500.0,4.0
C10266,5.8717690000000005,29.68,0.0,76.943584,10000.0,1.0
C10267,1049.4964710000002,1322.67,774.260436,802.3854299999999,11000.0,28.0
C10269,5570.190127000001,1607.88,0.0,1583.411686,13500.0,84.0
C10270,1668.591831,0.0,1716.9412350000002,2166.981163,1800.0,0.0
C10271,2224.5909460000003,3183.0,0.0,3823.346244,9000.0,2.0
C10272,2903.781184,3014.23,103.610197,1350.3702859999999,4500.0,93.0
C10273,2041.4800460000001,7323.38,191.331735,3792.0950789999997,3000.0,81.0
C10274,7755.698606999999,8533.54,7540.30735,4758.209146,10000.0,72.0
C10275,614.263149,408.93,0.0,2161.153147,9000.0,10.0
C10276,8097.334733,3999.92,0.0,5624.074339,7500.0,14.0
C10277,1082.33027,2980.46,0.0,1116.967993,6000.0,50.0
C10278,2734.66412,560.73,0.0,717.798364,7500.0,11.0
C10279,80.70880600000001,569.9,0.0,634.000055,9500.0,3.0
C10280,2554.525229,6186.77,1898.690655,11198.92613,10950.0,38.0
C10281,535.947221,4550.81,438.469118,4317.191232,8500.0,99.0
C10282,3905.365959,150.8,1659.19931,990.524408,7500.0,2.0
C10283,156.278339,1385.1,0.0,1280.473571,14000.0,21.0
C10286,2.564117,47.95,0.0,294.507498,1500.0,1.0
C10287,1873.0845769999999,126.57,181.139378,483.557464,2100.0,4.0
C10288,32.124999,380.89,0.0,0.0,5700.0,1.0
C10289,1473.495809,414.0,0.0,5863.94034,10500.0,9.0
C10290,1504.82705,2010.0,1189.292764,859.8299460000001,8500.0,14.0
C10291,7645.108426999999,4693.15,0.0,4786.648679999999,13500.0,12.0
C10292,1129.3375800000001,498.96,72.259355,829.505486,1000.0,12.0
C10293,668.956687,224.2,0.0,568.336995,9500.0,9.0
C10294,2302.184366,2856.57,0.0,2914.419813,2500.0,62.0
C10295,272.711518,0.0,682.1560509999999,2755.877257,3000.0,0.0
C10296,4246.430225,0.0,9270.408108,6010.525656,7000.0,0.0
C10297,2420.761135,0.0,567.2337980000001,871.7133210000001,3000.0,0.0
C10298,2935.324966,409.63,1876.241162,580.13865,5000.0,12.0
C10299,83.14828299999999,843.34,0.0,1024.267592,6500.0,17.0
C10300,5469.851311,0.0,512.792701,1362.9667980000002,6000.0,0.0
C10301,280.142117,2236.49,0.0,1986.838064,10000.0,34.0
C10302,5790.930625999999,464.51,2516.727082,1515.594331,6000.0,10.0
C10303,3605.714046,1779.0,0.0,856.0582800000001,5000.0,2.0
C10304,3992.2618850000003,0.0,348.834361,1057.678259,4000.0,0.0
C10305,41.833264,456.36,0.0,370.996177,6000.0,14.0
C10306,635.090434,5758.71,0.0,7943.570209999999,2900.0,48.0
C10307,1521.1681,245.98,2792.67597,2261.523522,6000.0,2.0
C10308,5547.092593,0.0,3298.958165,1786.142816,12000.0,0.0
C10309,2503.107213,733.9,0.0,1620.1932769999999,3000.0,13.0
C10310,191.450711,1641.07,380.97234100000003,1583.918811,500.0,15.0
C10311,3621.7020399999997,674.73,1684.9574109999999,1139.058595,4000.0,12.0
C10312,2762.479434,2702.47,0.0,7596.7683640000005,11000.0,27.0
C10313,4338.606862,0.0,1817.569093,8019.800702,8000.0,0.0
C10314,388.873921,1579.15,0.0,451.600059,2700.0,15.0
C10315,9261.310686,0.0,8603.045938,1933.4139079999998,11000.0,0.0
C10316,208.131845,2161.38,0.0,2059.879468,4500.0,41.0
C10317,169.088238,1482.19,0.0,1289.570234,6000.0,26.0
C10318,133.91155600000002,1446.05,0.0,1364.121036,3500.0,16.0
C10319,1613.34907,0.0,1606.322681,312.433361,4500.0,0.0
C10320,566.908563,397.06,0.0,0.0,2100.0,12.0
C10321,53.208422,498.17,0.0,611.606459,15000.0,14.0
C10322,1329.967543,2009.12,1763.7945829999999,2715.972095,2500.0,36.0
C10323,515.9047860000001,5359.02,0.0,0.0,6000.0,60.0
C10324,927.0419609999999,0.0,402.97416400000003,719.974244,1000.0,0.0
C10325,1872.7676510000001,0.0,3394.509419,1151.721386,5500.0,0.0
C10326,185.39631200000002,0.0,842.456926,117.54276399999999,1000.0,0.0
C10327,4823.822993,0.0,6481.300951,863.62306,7000.0,0.0
C10328,994.105777,126.2,0.0,314.302968,1950.0,10.0
C10329,40.089221,225.0,0.0,325.578502,1500.0,12.0
C10330,0.47871400000000003,734.97,0.0,1159.135064,6000.0,16.0
C10331,4732.37354,14.95,2173.356068,1289.284068,5700.0,1.0
C10332,9206.811695999999,874.98,4653.693195000001,2055.100879,12500.0,16.0
C10333,6719.376504999999,0.0,2443.262416,1493.089193,7500.0,0.0
C10334,2233.074041,445.2,0.0,1042.991769,8000.0,4.0
C10335,1867.6498379999998,0.0,3264.573342,476.162309,4500.0,0.0
C10336,57.842746,689.34,0.0,453.84241299999996,1500.0,24.0
C10338,2459.8623390000002,678.0,927.2516699999999,1926.31853,2500.0,12.0
C10339,850.630114,0.05,1700.634586,1084.281127,1000.0,1.0
C10340,353.198215,3085.69,0.0,2690.5256870000003,8500.0,21.0
C10341,2669.160638,0.0,142.141325,642.777061,3000.0,0.0
C10342,92.44074300000001,1080.0,0.0,1077.058667,6000.0,12.0
C10343,706.6759910000001,2721.16,0.0,4952.900653,6500.0,32.0
C10344,361.319366,3095.96,0.0,4003.782858,14000.0,32.0
C10345,2324.086254,0.0,1600.7580779999998,2147.890523,2300.0,0.0
C10346,2922.487907,71.07,3595.158425,9226.751112,9500.0,3.0
C10347,98.364739,65.0,0.0,718.7943280000001,1200.0,2.0
C10348,498.208616,4786.61,0.0,3805.669705,9000.0,61.0
C10349,16.93339,174.42,0.0,347.08637999999996,2500.0,5.0
C10350,3355.631092,242.88,0.0,6084.115091,13500.0,12.0
C10351,907.982017,216.94,1011.997944,222.02316000000002,3200.0,3.0
C10353,1254.6691,361.73,198.686744,535.606816,1500.0,2.0
C10354,80.336636,330.0,0.0,345.330572,1800.0,1.0
C10355,260.838885,2854.11,0.0,2437.332725,9500.0,51.0
C10356,17.356961,390.0,0.0,302.454171,2000.0,7.0
C10357,1897.672025,422.18,0.0,2961.6321989999997,5500.0,12.0
C10358,1032.241153,1005.52,0.0,1866.265366,3000.0,33.0
C10359,3536.601227,2132.93,5340.016172,8251.146945999999,11000.0,74.0
C10360,21.580264,284.72,0.0,344.16141600000003,5000.0,16.0
C10361,4211.539631000001,0.0,455.581546,1288.287239,10500.0,0.0
C10362,1732.7152579999997,3244.16,0.0,5674.185857,11500.0,29.0
C10364,8939.461145000001,2490.17,5309.949725,3957.017497,9500.0,8.0
C10365,36.567901,1098.31,0.0,0.0,4800.0,1.0
C10366,41.754778,636.15,0.0,918.4142109999999,8500.0,5.0
C10367,1937.246177,3018.93,0.0,3909.837604,5000.0,99.0
C10369,5135.604593,110.18,6551.99521,1716.9984239999999,6000.0,4.0
C10370,214.89654199999998,0.0,1192.015721,2298.902197,3000.0,0.0
C10371,1543.287931,0.0,36.481832,548.589391,1800.0,0.0
C10372,601.92037,983.77,0.0,389.411161,2400.0,15.0
C10373,1261.05733,0.0,474.42984299999995,866.865018,1500.0,0.0
C10374,85.285023,423.24,0.0,296.01675,11000.0,9.0
C10376,813.068705,439.38,727.658311,237.996469,1200.0,2.0
C10377,1279.325142,1207.25,0.0,1282.705869,1200.0,59.0
C10378,237.66931200000002,259.13,0.0,2680.635587,2300.0,1.0
C10379,5747.761139,1627.69,0.0,2507.7047469999998,5500.0,49.0
C10380,7760.940543000001,0.0,3423.085934,2845.010795,8000.0,0.0
C10381,6388.1084869999995,0.0,3768.6966780000002,10973.14532,8000.0,0.0
C10382,426.372628,5749.96,0.0,5711.540654,12000.0,50.0
C10383,8806.866629,1490.94,2813.063846,2116.662516,9000.0,25.0
C10384,282.934373,0.0,2333.150712,0.0,3000.0,0.0
C10385,1128.2293869999999,5068.88,0.0,3904.568067,4500.0,76.0
C10386,2045.5414079999998,1067.28,0.0,2021.775795,2000.0,30.0
C10387,8.520292,64.12,0.0,176.60054499999998,7000.0,2.0
C10389,143.44383200000001,1631.0,0.0,2550.799492,2500.0,7.0
C10390,241.223955,180.91,0.0,802.858576,1400.0,6.0
C10391,1528.571561,0.0,172.931118,353.582373,1600.0,0.0
C10393,566.147105,0.0,187.57235500000002,1177.6615769999999,2000.0,0.0
C10395,1077.606225,343.21,1609.900552,930.3280710000001,1500.0,4.0
C10396,1.838084,16.5,0.0,57.595082999999995,6000.0,1.0
C10397,507.14434800000004,5708.18,0.0,5589.952268,4000.0,47.0
C10398,816.82453,42.3,3967.7099729999995,361.853722,6000.0,1.0
C10399,1526.506915,46.67,0.0,338.413344,1800.0,1.0
C10400,7957.017218000001,0.0,4909.937494,677.144841,9000.0,0.0
C10402,79.189929,699.12,0.0,697.977603,2500.0,24.0
C10403,497.90802699999995,245.39,0.0,328.796655,4000.0,7.0
C10404,681.95925,98.0,0.0,192.36998300000002,4000.0,2.0
C10405,1535.248256,857.36,0.0,3239.629759,6550.0,13.0
C10406,1508.5137650000001,2747.12,246.046033,4730.374245,5000.0,4.0
C10408,201.3504,600.0,0.0,249.06630800000002,1000.0,6.0
C10409,2502.264409,0.0,2368.8726420000003,541.3089809999999,10000.0,0.0
C10410,4543.789386,255.12,0.0,1703.3321260000002,8500.0,11.0
C10411,918.342234,1221.53,1078.788118,1421.035206,1200.0,2.0
C10412,5066.744231000001,0.0,1974.503664,1336.016317,13000.0,0.0
C10413,2259.431829,780.64,1227.5554849999999,663.553502,3500.0,22.0
C10414,437.78987300000006,1532.1,0.0,1834.3689530000001,5000.0,14.0
C10415,2025.162877,778.33,0.0,1411.329676,2000.0,28.0
C10416,3770.5604409999996,964.06,5140.287889,565.71913,6000.0,8.0
C10417,140.730723,1667.13,0.0,1669.260634,13000.0,38.0
C10419,5523.999416,0.0,4087.167822,0.0,8000.0,0.0
C10420,3298.692478,1088.83,0.0,6862.520734999999,9000.0,6.0
C10421,150.69954199999998,648.64,0.0,0.0,2500.0,5.0
C10422,1874.8433940000002,0.0,120.178123,444.783009,2100.0,0.0
C10423,3024.629054,0.0,2171.139178,4226.578611,4500.0,0.0
C10424,154.641707,1897.92,0.0,5563.437084,13500.0,5.0
C10425,1322.057239,0.0,76.260896,802.038512,6200.0,0.0
C10426,62.287137,1263.29,0.0,1356.425369,9500.0,25.0
C10427,16.581535000000002,200.0,0.0,0.0,1200.0,2.0
C10428,4664.023286,340.0,3510.1157350000003,2162.141639,6000.0,1.0
C10429,318.03434,1277.58,0.0,552.7347139999999,7000.0,20.0
C10431,9335.31417,226.23,0.0,1885.239981,15000.0,5.0
C10432,6404.955911999999,3970.8,0.0,3879.2525119999996,7500.0,64.0
C10433,133.405494,1346.9,0.0,1369.437449,8000.0,14.0
C10434,1403.597712,1050.83,4083.5151079999996,4673.520993,5000.0,24.0
C10435,469.878834,1364.99,284.75453500000003,1849.10398,2000.0,7.0
C10436,1452.437463,0.0,114.91871499999999,331.670616,1500.0,0.0
C10437,3737.175713,0.0,3017.170336,0.0,4500.0,0.0
C10438,6032.740390999999,7553.48,0.0,5377.338091,13500.0,85.0
C10439,1692.7554870000001,570.16,2817.05225,6124.31525,9000.0,20.0
C10441,3534.253718,566.28,3888.7564119999997,1298.8236869999998,4000.0,17.0
C10442,654.574445,0.0,2819.60583,422.878799,8000.0,0.0
